"","sid","depth","minProbe","minProbeDate","maxProbe","maxProbeDate","thickness","modLL","modDUL","slgaLL","slgaDUL"
"165","opSID_40115",600,20.8208729166667,2016-09-23,33.05764375,2021-01-25,100,0.129196102154538,0.263184888256021,0.102290447000234,0.239518178020838
"166","opSID_40115",700,21.8378739583333,2016-09-24,34.887378125,2021-01-26,100,0.126496700759381,0.26261617527109,0.102698143578646,0.238276983056741
"167","opSID_40115",800,22.4396270833333,2016-09-23,34.0832572916667,2021-01-26,100,0.125082714079284,0.260272934518305,0.103195188893138,0.237316208763404
"168","opSID_40115",900,27.8844229166667,2016-09-22,39.940071875,2021-01-27,100,0.125007705198997,0.256150039020622,0.103784684441776,0.236639660476282
"169","opSID_40115",1000,32.2387583333333,2016-09-22,42.7149375,2018-02-22,100,0.126271674118521,0.250247488778041,0.10446663022456,0.236247338195376
"170","opSID_40116",100,0,2017-04-01,19.2428395833333,2017-07-07,100,0.062615784599827,0.254714143164905,0.0912124608136975,0.256926729587024
"171","opSID_40116",200,9.98204375,2016-10-19,29.2246885416667,2020-10-12,100,0.0726947101821603,0.262100041592429,0.0900865233922834,0.243437951886822
"172","opSID_40116",300,14.5896302083333,2016-09-30,26.531425,2020-10-12,100,0.0878854934496708,0.260934738592713,0.0880312406565775,0.234464828062512
"173","opSID_40116",400,19.0879708333333,2016-10-01,29.00199375,2019-07-07,100,0.104379215407236,0.258921864879208,0.086293236916926,0.230531002196596
"174","opSID_40116",500,20.9310104166667,2016-10-01,27.8427354166667,2019-07-28,100,0.114247111880428,0.25766937421108,0.0863770069039773,0.228827730557953
"175","opSID_40116",600,16.3915635416667,2016-10-01,21.691815625,2019-01-26,100,0.117421989952515,0.257190893315103,0.0882953005730758,0.229331210233606
"176","opSID_40116",700,17.6458916666667,2016-10-20,23.4363447916667,2019-01-26,100,0.116935334280571,0.25652948927647,0.09093944555603,0.230811094770601
"177","opSID_40116",800,18.326196875,2019-06-28,23.0053239583333,2017-03-12,100,0.117203381772437,0.254291111676085,0.0926943388967091,0.231475027607842
"178","opSID_40116",900,20.722290625,2018-07-24,26.805990625,2017-03-13,100,0.118263558164617,0.250463946527346,0.0935462932819255,0.231307819282948
"179","opSID_40116",1000,24.3474708333333,2018-07-25,30.8713885416667,2017-03-13,100,0.120115863457112,0.245047993830252,0.0934953087116793,0.230309469795917
"180","opSID_40117",100,4.97659895833333,2016-12-21,50.2762895833333,2017-11-23,100,0.0998317841738039,0.270145047726577,0.0965490833238341,0.253943169925175
"181","opSID_40117",200,18.8977083333333,2019-09-23,31.7677666666667,2019-05-10,100,0.0970210123697825,0.26139420611944,0.104180477552822,0.253449552855441
"182","opSID_40117",300,27.5201270833333,2016-09-23,41.3709729166667,2021-02-20,100,0.0995170474659225,0.253988135274497,0.110585412066757,0.25506930306972
"183","opSID_40117",400,31.5718114583333,2016-09-23,43.274740625,2021-02-20,100,0.110971999963907,0.256247674575395,0.115108039123393,0.257110762043116
"184","opSID_40117",500,36.56414375,2016-09-23,46.4117770833333,2021-01-26,100,0.119111937900234,0.258762586023786,0.118469923727883,0.25841447336795
"185","opSID_40117",600,40.66990625,2016-09-23,48.2078125,2021-01-27,100,0.12383284490233,0.261453121840024,0.120677180837898,0.25897061114246
"186","opSID_40117",700,41.333121875,2016-09-23,48.996521875,2021-01-28,100,0.126148904308465,0.263524418177627,0.121867216422306,0.258763360912091
"187","opSID_40117",800,35.7247683333333,2016-09-22,41.6150916666667,2018-02-12,100,0.127537568389207,0.26381852523555,0.122240202139456,0.257769684335637
"188","opSID_40117",900,37.687675,2016-09-22,43.6056395833333,2019-03-06,100,0.12801135792651,0.262325629879887,0.121797834359334,0.25598938617292
"189","opSID_40117",1000,26.3831166666667,2016-09-22,28.913284375,2018-02-14,100,0.127570272920373,0.259045732110638,0.12054011308194,0.253422466423937
"190","opSID_42228",100,0.00505,2017-10-28,44.299521875,2016-12-27,100,0.0861041057511404,0.253870796463422,0.0944110587376082,0.247374658704304
"191","opSID_42228",200,14.6358739583333,2020-04-06,38.5370885416667,2019-05-19,100,0.0872339717886261,0.245576932398565,0.100568479867791,0.24587512727098
"192","opSID_42228",300,28.079653125,2020-05-17,42.141259375,2019-05-19,100,0.0972787631870651,0.240687124132721,0.106439764761141,0.247496351136647
"193","opSID_42228",400,28.2599363636364,2016-09-23,40.9758916666667,2019-05-19,100,0.114314333366327,0.246644595311103,0.111112158718131,0.250203382459468
"194","opSID_42228",500,31.5592045454545,2016-09-23,43.2152385416667,2019-05-20,100,0.124423852632687,0.25090174747251,0.114707466165335,0.252062505668113
"195","opSID_42228",600,32.944896875,2018-07-03,44.3214604166667,2019-06-23,100,0.127489381751453,0.253352245036761,0.117226719343658,0.253057333342487
"196","opSID_42228",700,38.8604625,2018-07-04,48.5096239583333,2019-06-23,100,0.126370175264989,0.254132014170633,0.118836724965788,0.253275728509625
"197","opSID_42228",800,33.0480989583333,2019-10-22,42.845675,2017-10-08,100,0.12523156695106,0.253439070771402,0.119780485403296,0.252845689159532
